formatted_date	price
2017-04-15	2384.199951171875
2017-05-15	2411.800048828125
2017-06-15	2423.409912109375
2017-07-15	2470.300048828125
2017-08-15	2471.64990234375
2017-09-15	2519.360107421875
2017-10-15	2575.260009765625
2017-11-15	2647.580078125
2017-12-15	2673.610107421875
2018-01-15	2823.81005859375
2018-02-15	2713.830078125
2018-03-15	2640.8701171875
2018-04-15	2648.050048828125
2018-05-15	2705.27001953125
2018-06-15	2718.3701171875
2018-07-15	2816.2900390625
2018-08-15	2901.52001953125
2018-09-15	2913.97998046875
2018-10-15	2711.739990234375
2018-11-15	2760.169921875
2018-12-15	2506.85009765625
2019-01-15	2704.10009765625
2019-02-15	2784.489990234375
2019-03-15	2834.39990234375
2019-04-15	2945.830078125
2019-05-15	2752.06005859375
2019-06-15	2941.760009765625
2019-07-15	2980.3798828125
2019-08-15	2926.4599609375
2019-09-15	2976.739990234375
2019-10-15	3037.56005859375
2019-11-15	3140.97998046875
2019-12-15	3230.780029296875
2020-01-15	3225.52001953125
2020-02-15	2954.219970703125
2020-03-15	2584.590087890625
2020-04-15	2912.429931640625
2020-05-15	3044.31005859375
2020-06-15	3100.2900390625
2020-07-15	3271.1201171875
2020-08-15	3500.31005859375
2020-09-15	3363.0
2020-10-15	3269.9599609375
2020-11-15	3621.6298828125
